DES_PIANO_TARIFFARIO_BILLING;DES_MACRO_STATO;CICLO_VITA_SIM_gg;gg_DA_ULTIMA_CHIAMATA;gg_DA_ULTIMA_RICARICA;DES_CANALE_VENDITA;MINUTI_FEB;MINUTI_GEN;MINUTI_DIC;VIDEO_FEB;VIDEO_GEN;VIDEO_DIC;MESSAGGI_FEB;MESSAGGI_GEN;MESSAGGI_DIC;WEB_FEB;WEB_GEN;WEB_DIC
SuperTua;0;221;4;365;GDO;ALTO;ALTO;MEDIO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;207;15;365;DISTRIBUTOR;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;206;76;181;FORMULA 3;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;221;4;59;DISTRIBUTOR;ALTO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;221;2;365;DISTRIBUTOR;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO
TuaMatic;0;221;2;365;SHOP IN SHOP;MEDIO;MEDIO;ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;ALTO;BASSO;BASSO;MEDIO
TuaMatic;0;221;3;365;GDO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;221;2;365;NATIONAL CHAIN;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;221;2;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;158;65;59;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;221;102;108;DISTRIBUTOR;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;221;3;365;SHOP IN SHOP;MOLTO ALTO;BASSO;MOLTO ALTO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;221;8;221;SHOP IN SHOP;MEDIO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;157;68;59;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;192;30;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;221;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;156;66;85;FRANCHISING;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;221;40;59;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;220;6;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;186;35;59;nd;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;220;6;365;nd;MEDIO;ALTO;ALTO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;220;4;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;198;32;146;SHOP IN SHOP;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;220;32;60;WEBSTORE;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;205;16;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;220;2;365;FRANCHISING;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;220;91;115;NATIONAL CHAIN;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;220;4;365;SHOP IN SHOP;MEDIO;MOLTO ALTO;ALTO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;208;18;365;FRANCHISING;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;220;27;57;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;220;9;115;GDO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;220;9;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;220;4;60;GDO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;205;16;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;ALTO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;169;51;60;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;163;60;87;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;220;2;365;SHOP IN SHOP;ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;220;2;365;SHOP IN SHOP;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;ALTO;BASSO
TuaMatic;1;208;27;59;FORMULA 3;BASSO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;208;27;59;FORMULA 3;BASSO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;220;2;365;FORMULA 3;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;191;30;58;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;199;21;365;GDO;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;219;19;60;DISTRIBUTOR;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;219;3;365;DISTRIBUTOR;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;219;25;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;219;4;365;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;219;2;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;191;37;56;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;219;119;165;DISTRIBUTOR;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;182;42;58;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;193;27;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;193;27;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;219;7;365;DISTRIBUTOR;ALTO;ALTO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;219;13;365;FRANCHISING;ALTO;MEDIO;ALTO;ALTO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;156;127;127;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;219;2;365;FORMULA 3;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;219;2;61;FRANCHISING;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;219;32;59;SHOP IN SHOP;MEDIO;BASSO;MEDIO;ALTO;MEDIO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;219;20;87;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;219;22;365;DISTRIBUTOR;ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;219;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;193;34;57;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;219;7;60;DISTRIBUTOR;MEDIO;MOLTO ALTO;ALTO;MEDIO;ALTO;ALTO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;207;21;365;SHOP IN SHOP;MEDIO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;219;59;365;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;219;2;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;219;3;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;219;8;365;SHOP IN SHOP;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;219;7;138;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;163;57;58;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;219;58;60;FLAGSHIP;ALTO;ALTO;ALTO;MEDIO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;219;64;151;GDO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;218;4;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;160;58;59;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;218;4;365;FLAGSHIP;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;218;3;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;168;51;58;GDO;MEDIO;ALTO;ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;195;26;365;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;168;50;59;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO
TuaMatic;0;218;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;218;9;365;GDO;MEDIO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;217;2;365;GDO;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;217;14;365;DISTRIBUTOR;MEDIO;ALTO;ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;217;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;209;22;56;NATIONAL CHAIN;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;217;8;365;DISTRIBUTOR;ALTO;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;217;5;365;FLAGSHIP;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;217;2;365;GDO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;217;6;365;NATIONAL CHAIN;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;180;39;58;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;ALTO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;217;9;60;DISTRIBUTOR;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;217;2;365;NATIONAL CHAIN;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;166;77;60;DISTRIBUTOR;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;217;2;365;GDO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;217;2;365;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;217;13;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;217;4;365;FRANCHISING;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;182;36;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;217;2;365;GDO;ALTO;MOLTO ALTO;MEDIO;MEDIO;ALTO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;217;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;191;27;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;190;29;365;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;217;9;56;SHOP IN SHOP;ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;217;2;365;GDO;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;217;3;365;SHOP IN SHOP;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;217;7;365;FLAGSHIP;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;174;44;60;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;216;29;87;SHOP IN SHOP;BASSO;MEDIO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;216;3;365;GDO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;216;125;135;FLAGSHIP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;216;2;365;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;195;24;58;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;216;2;365;FORMULA 3;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;179;39;56;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;179;105;169;FRANCHISING;MEDIO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;181;117;129;SHOP IN SHOP;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;ALTO;BASSO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;216;55;110;FRANCHISING;BASSO;MEDIO;MOLTO ALTO;BASSO;BASSO;MEDIO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;216;28;365;SHOP IN SHOP;BASSO;BASSO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;175;42;59;SHOP IN SHOP;ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;166;69;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;181;37;365;FRANCHISING;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;216;58;60;FRANCHISING;ALTO;ALTO;ALTO;BASSO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;215;2;365;FRANCHISING;MEDIO;BASSO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;196;25;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;150;68;58;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;215;14;365;FRANCHISING;MEDIO;ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;186;30;62;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;215;2;365;FLAGSHIP;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;207;159;179;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;215;1;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;MEDIO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;215;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;215;2;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;186;30;58;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;192;26;365;FLAGSHIP;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;215;25;365;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;215;2;365;GDO;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;ALTO;MEDIO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;154;62;64;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;192;26;365;FORMULA 3;ALTO;ALTO;ALTO;BASSO;BASSO;ALTO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;187;38;181;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;189;29;365;SHOP IN SHOP;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;180;41;185;FORMULA 3;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;214;3;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;149;69;57;FRANCHISING;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;177;38;64;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;214;26;182;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;214;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;179;47;58;FORMULA 3;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;214;72;151;SHOP IN SHOP;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;214;7;365;SHOP IN SHOP;BASSO;MEDIO;ALTO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;214;66;135;SHOP IN SHOP;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;174;56;110;FRANCHISING;BASSO;MEDIO;ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
